code,nameAr,nameEn,barcode,salePrice,vatRate
ITM-1028,عصير جهينة فيستا برتقال 200 مل,Juhayna Vista Orange 200ml,6220102000294,6.00,14
ITM-1029,عصير جهينة فيستا مانجو 200 مل,Juhayna Vista Mango 200ml,6220102000300,6.00,14
ITM-1030,عصير جهينة فيستا تفاح 200 مل,Juhayna Vista Apple 200ml,6220102000317,6.00,14
ITM-1031,نكتار جهينة برتقال 1 لتر,Juhayna Nectar Orange 1L,6220102000324,26.00,14
ITM-1032,نكتار جهينة مانجو 1 لتر,Juhayna Nectar Mango 1L,6220102000331,28.00,14
ITM-1033,جبنة دومتي بيضاء 500جم,Domty White Cheese 500g,6220103000347,75.00,14
ITM-1034,جبنة دومتي بيضاء 1000جم,Domty White Cheese 1Kg,6220103000354,140.00,14
ITM-1035,جبنة دومتي فيتا 250جم,Domty Feta 250g,6220103000361,45.00,14
ITM-1036,جبنة دومتي فيتا 500جم,Domty Feta 500g,6220103000378,85.00,14
ITM-1037,جبنة دومتي قليلة الملح 500جم,Domty Low Salt Cheese 500g,6220103000385,78.00,14
ITM-1038,جبنة دومتي شيدر 200جم,Domty Cheddar 200g,6220103000392,45.00,14
ITM-1039,جبنة دومتي شيدر شرائح 200جم,Domty Cheddar Slices 200g,6220103000408,48.00,14
ITM-1040,جبنة دومتي موزاريلا 200جم,Domty Mozzarella 200g,6220103000415,55.00,14
ITM-1041,جبنة دومتي موزاريلا مبشورة 200جم,Domty Shredded Mozzarella 200g,6220103000422,60.00,14
ITM-1042,جبنة دومتي قريش 250جم,Domty Cottage Cheese 250g,6220103000439,32.00,14
ITM-1043,جبنة دومتي قريش 500جم,Domty Cottage Cheese 500g,6220103000446,58.00,14
ITM-1044,جبنة دومتي رومي شرائح 200جم,Domty Roumi Slices 200g,6220103000453,75.00,14
ITM-1045,جبنة دومتي مثلثات 8 قطع,Domty Triangles 8pc,6220103000460,28.00,14
ITM-1046,جبنة دومتي مثلثات 16 قطعة,Domty Triangles 16pc,6220103000477,52.00,14
ITM-1047,جبنة دومتي كريمي 240جم,Domty Cream Cheese 240g,6220103000484,55.00,14
ITM-1048,جبنة دومتي كيري 8 قطع,Domty Kiri 8pc,6220103000491,45.00,14
ITM-1049,جبنة دومتي قابلة للدهن 200جم,Domty Spreadable 200g,6220103000507,38.00,14
ITM-1050,عصير لمار برتقال 1 لتر,Lamar Orange Juice 1L,6220104000513,32.00,14
ITM-1051,عصير لمار مانجو 1 لتر,Lamar Mango Juice 1L,6220104000520,34.00,14
ITM-1052,عصير لمار جوافة 1 لتر,Lamar Guava Juice 1L,6220104000537,33.00,14
ITM-1053,عصير لمار كوكتيل 1 لتر,Lamar Cocktail Juice 1L,6220104000544,33.00,14
ITM-1054,عصير لمار فراولة 1 لتر,Lamar Strawberry Juice 1L,6220104000551,34.00,14
ITM-1055,عصير لمار رمان 1 لتر,Lamar Pomegranate Juice 1L,6220104000568,35.00,14
ITM-1056,عصير لمار 250 مل برتقال,Lamar Orange 250ml,6220104000575,8.00,14
ITM-1057,عصير لمار 250 مل مانجو,Lamar Mango 250ml,6220104000582,9.00,14
ITM-1058,عصير لمار 250 مل تفاح,Lamar Apple 250ml,6220104000599,9.00,14
ITM-1059,حليب لمار كامل الدسم 1 لتر,Lamar Full Cream Milk 1L,6220104000605,36.00,14
ITM-1060,حليب لمار خالي الدسم 1 لتر,Lamar Skimmed Milk 1L,6220104000612,35.00,14
ITM-1061,زبادي لمار 170جم,Lamar Yogurt 170g,6220104000629,11.00,14
ITM-1062,حليب بيتي كامل الدسم 1 لتر,Beyti Full Cream Milk 1L,6220105000635,38.00,14
ITM-1063,حليب بيتي خالي الدسم 1 لتر,Beyti Skimmed Milk 1L,6220105000642,37.00,14
ITM-1064,حليب بيتي قليل الدسم 1 لتر,Beyti Low Fat Milk 1L,6220105000659,37.00,14
ITM-1065,حليب بيتي بالشوكولاتة 200 مل,Beyti Chocolate Milk 200ml,6220105000666,12.00,14
ITM-1066,عصير بيتي توتي فروتي 1 لتر,Beyti Tutti Frutti Juice 1L,6220105000673,32.00,14
ITM-1067,عصير بيتي برتقال 1 لتر,Beyti Orange Juice 1L,6220105000680,32.00,14
ITM-1068,عصير بيتي مانجو 1 لتر,Beyti Mango Juice 1L,6220105000697,34.00,14
ITM-1069,عصير بيتي 235 مل برتقال,Beyti Orange 235ml,6220105000703,9.00,14
ITM-1070,زبادي بيتي 170جم,Beyti Yogurt 170g,6220105000710,11.00,14
ITM-1071,زبادي بيتي بالفواكه 170جم,Beyti Fruit Yogurt 170g,6220105000727,13.00,14
ITM-1072,حليب المراعي طازج 1 لتر,Almarai Fresh Milk 1L,6220106000733,45.00,14
ITM-1073,حليب المراعي قليل الدسم 1 لتر,Almarai Low Fat Milk 1L,6220106000740,45.00,14
ITM-1074,حليب المراعي طويل الأجل 1 لتر,Almarai UHT Milk 1L,6220106000757,42.00,14
ITM-1075,زبادي المراعي 170جم,Almarai Yogurt 170g,6220106000764,13.00,14
ITM-1076,زبادي المراعي يوناني 150جم,Almarai Greek Yogurt 150g,6220106000771,19.00,14
ITM-1077,لبنة المراعي 200جم,Almarai Labneh 200g,6220106000788,32.00,14
ITM-1078,لبنة المراعي 400جم,Almarai Labneh 400g,6220106000795,58.00,14
ITM-1079,قشطة المراعي 170جم,Almarai Cream 170g,6220106000801,26.00,14
ITM-1080,زبدة المراعي 200جم,Almarai Butter 200g,6220106000818,55.00,14
ITM-1081,زبدة المراعي 400جم,Almarai Butter 400g,6220106000825,105.00,14
ITM-1082,عصير المراعي برتقال 1 لتر,Almarai Orange Juice 1L,6220106000832,38.00,14
ITM-1083,عصير المراعي مانجو 1 لتر,Almarai Mango Juice 1L,6220106000849,40.00,14
ITM-1084,جبنة المراعي مثلثات 8 قطع,Almarai Triangles 8pc,6220106000856,32.00,14
ITM-1085,جبنة المراعي شيدر شرائح,Almarai Cheddar Slices,6220106000863,55.00,14
ITM-1086,جبنة بريزيدنت موزاريلا 200جم,President Mozzarella 200g,6220201000874,75.00,14
ITM-1087,جبنة بريزيدنت موزاريلا مبشورة 200جم,President Shredded Mozzarella 200g,6220201000881,80.00,14
ITM-1088,زبدة بريزيدنت 200جم,President Butter 200g,6220201000898,95.00,14
ITM-1089,زبدة بريزيدنت 400جم,President Butter 400g,6220201000904,180.00,14
ITM-1090,جبنة كرافت شيدر شرائح,Kraft Cheddar Slices,6220202000910,85.00,14
ITM-1091,جبنة كيري 8 مثلثات,Kiri 8 Triangles,6220203000926,48.00,14
ITM-1092,جبنة كيري 16 مثلث,Kiri 16 Triangles,6220203000933,88.00,14
ITM-1093,جبنة لافاش كير 8 قطع,La Vache qui Rit 8pc,6220204000949,38.00,14
ITM-1094,جبنة لافاش كير 16 قطع,La Vache qui Rit 16pc,6220204000956,70.00,14
ITM-1095,جبنة لافاش كير 24 قطع,La Vache qui Rit 24pc,6220204000963,95.00,14
ITM-1096,جبنة المرعى بيضاء 500جم,Greenland White Cheese 500g,6220205000979,72.00,14
ITM-1097,جبنة بانوس كريمي 240جم,Panos Cream Cheese 240g,6220206000985,55.00,14
ITM-1098,جبنة فيلادلفيا 200جم,Philadelphia 200g,6220207000991,95.00,14
ITM-1099,جبنة فيلادلفيا لايت 200جم,Philadelphia Light 200g,6220207001004,98.00,14
ITM-1100,زبدة لورباك 200جم,Lurpak Butter 200g,6220208001010,125.00,14
ITM-1101,زبدة لورباك 400جم,Lurpak Butter 400g,6220208001027,235.00,14
ITM-1102,زبدة بور دور 200جم,Pur Beurre 200g,6220209001033,95.00,14
ITM-1103,كوكاكولا 1 لتر,Coca-Cola 1L,6220301001047,22.00,14
ITM-1104,كوكاكولا 1.5 لتر,Coca-Cola 1.5L,6220301001054,28.00,14
ITM-1105,كوكاكولا 2.5 لتر,Coca-Cola 2.5L,6220301001061,38.00,14
ITM-1106,كوكاكولا 350 مل علبة,Coca-Cola 350ml Can,6220301001078,13.00,14
ITM-1107,كوكاكولا 250 مل زجاج,Coca-Cola 250ml Glass,6220301001085,8.00,14
ITM-1108,كوكاكولا دايت 1 لتر,Coca-Cola Diet 1L,6220301001092,22.00,14
ITM-1109,كوكاكولا دايت 350 مل,Coca-Cola Diet 350ml,6220301001108,13.00,14
ITM-1110,كوكاكولا زيرو 1 لتر,Coca-Cola Zero 1L,6220301001115,22.00,14
ITM-1111,كوكاكولا زيرو 350 مل,Coca-Cola Zero 350ml,6220301001122,13.00,14
ITM-1112,سبرايت 1 لتر,Sprite 1L,6220301001139,22.00,14
ITM-1113,سبرايت 1.5 لتر,Sprite 1.5L,6220301001146,28.00,14
ITM-1114,سبرايت 350 مل,Sprite 350ml,6220301001153,13.00,14
ITM-1115,سبرايت 250 مل زجاج,Sprite 250ml Glass,6220301001160,8.00,14
ITM-1116,فانتا برتقال 1 لتر,Fanta Orange 1L,6220301001177,22.00,14
ITM-1117,فانتا برتقال 1.5 لتر,Fanta Orange 1.5L,6220301001184,28.00,14
ITM-1118,فانتا برتقال 350 مل,Fanta Orange 350ml,6220301001191,13.00,14
ITM-1119,فانتا فراولة 1 لتر,Fanta Strawberry 1L,6220301001207,22.00,14
ITM-1120,فانتا فراولة 350 مل,Fanta Strawberry 350ml,6220301001214,13.00,14
ITM-1121,فانتا تفاح 1 لتر,Fanta Apple 1L,6220301001221,22.00,14
ITM-1122,فانتا تفاح 350 مل,Fanta Apple 350ml,6220301001238,13.00,14
ITM-1123,شويبس صودا 1 لتر,Schweppes Soda 1L,6220301001245,22.00,14
ITM-1124,شويبس صودا 350 مل,Schweppes Soda 350ml,6220301001252,13.00,14
ITM-1125,شويبس مانجو 1 لتر,Schweppes Mango 1L,6220301001269,22.00,14
ITM-1126,شويبس أناناس 1 لتر,Schweppes Pineapple 1L,6220301001276,22.00,14
ITM-1127,بيبسي 1 لتر,Pepsi 1L,6220302001282,22.00,14
ITM-1128,بيبسي 1.5 لتر,Pepsi 1.5L,6220302001299,28.00,14
ITM-1129,بيبسي 2.5 لتر,Pepsi 2.5L,6220302001305,38.00,14
ITM-1130,بيبسي 350 مل علبة,Pepsi 350ml Can,6220302001312,13.00,14
ITM-1131,بيبسي 250 مل زجاج,Pepsi 250ml Glass,6220302001329,8.00,14
ITM-1132,بيبسي دايت 1 لتر,Pepsi Diet 1L,6220302001336,22.00,14
ITM-1133,بيبسي دايت 350 مل,Pepsi Diet 350ml,6220302001343,13.00,14
ITM-1134,بيبسي ماكس 1 لتر,Pepsi Max 1L,6220302001350,22.00,14
ITM-1135,بيبسي ماكس 350 مل,Pepsi Max 350ml,6220302001367,13.00,14
ITM-1136,سفن أب 1 لتر,7Up 1L,6220302001374,22.00,14
ITM-1137,سفن أب 1.5 لتر,7Up 1.5L,6220302001381,28.00,14
ITM-1138,سفن أب 350 مل,7Up 350ml,6220302001398,13.00,14
ITM-1139,ميرندا برتقال 1 لتر,Mirinda Orange 1L,6220302001404,22.00,14
ITM-1140,ميرندا برتقال 1.5 لتر,Mirinda Orange 1.5L,6220302001411,28.00,14
ITM-1141,ميرندا برتقال 350 مل,Mirinda Orange 350ml,6220302001428,13.00,14
ITM-1142,ميرندا فراولة 1 لتر,Mirinda Strawberry 1L,6220302001435,22.00,14
ITM-1143,ميرندا فراولة 350 مل,Mirinda Strawberry 350ml,6220302001442,13.00,14
ITM-1144,ميرندا تفاح 1 لتر,Mirinda Apple 1L,6220302001459,22.00,14
ITM-1145,ميرندا أناناس 1 لتر,Mirinda Pineapple 1L,6220302001466,22.00,14
ITM-1146,مياه نستله 1.5 لتر,Nestle Pure Life 1.5L,6220303001472,8.00,14
ITM-1147,مياه نستله 600 مل,Nestle Pure Life 600ml,6220303001489,5.00,14
ITM-1148,مياه نستله 330 مل,Nestle Pure Life 330ml,6220303001496,3.50,14
ITM-1149,مياه نستله 19 لتر جالون,Nestle Pure Life 19L,6220303001502,55.00,14
ITM-1150,مياه دلتا 1.5 لتر,Delta 1.5L,6220304001518,7.00,14
ITM-1151,مياه دلتا 600 مل,Delta 600ml,6220304001525,4.00,14
ITM-1152,مياه حياة 1.5 لتر,Hayat 1.5L,6220305001531,7.00,14
ITM-1153,مياه حياة 600 مل,Hayat 600ml,6220305001548,4.00,14
ITM-1154,مياه أكوافينا 1.5 لتر,Aquafina 1.5L,6220306001554,8.00,14
ITM-1155,مياه أكوافينا 600 مل,Aquafina 600ml,6220306001561,5.00,14
ITM-1156,مياه بركة 1.5 لتر,Baraka 1.5L,6220307001577,7.00,14
ITM-1157,مياه بركة 600 مل,Baraka 600ml,6220307001584,4.00,14
ITM-1158,مياه إيفيان 750 مل,Evian 750ml,6220308001590,38.00,14
ITM-1159,مياه بيرير 750 مل,Perrier 750ml,6220309001605,45.00,14
ITM-1160,ريد بُل 250 مل,Red Bull 250ml,6220310001618,45.00,14
ITM-1161,ريد بُل شوجر فري 250 مل,Red Bull Sugar Free 250ml,6220310001625,45.00,14
ITM-1162,مونستر طاقة 500 مل,Monster Energy 500ml,6220311001631,55.00,14
ITM-1163,كود ريد 250 مل,Code Red 250ml,6220312001647,25.00,14
ITM-1164,باور هورس 250 مل,Power Horse 250ml,6220313001653,32.00,14
ITM-1165,XL طاقة 250 مل,XL Energy 250ml,6220314001669,22.00,14
ITM-1166,عصير فاروجلو برتقال 1 لتر,Faragello Orange 1L,6220315001675,28.00,14
ITM-1167,عصير فاروجلو مانجو 1 لتر,Faragello Mango 1L,6220315001682,30.00,14
ITM-1168,عصير فاروجلو جوافة 1 لتر,Faragello Guava 1L,6220315001699,29.00,14
ITM-1169,عصير فاروجلو فراولة 1 لتر,Faragello Strawberry 1L,6220315001705,30.00,14
ITM-1170,عصير فاروجلو كوكتيل 1 لتر,Faragello Cocktail 1L,6220315001712,29.00,14
ITM-1171,عصير فاروجلو 235 مل برتقال,Faragello 235ml Orange,6220315001729,8.00,14
ITM-1172,عصير فاروجلو 235 مل مانجو,Faragello 235ml Mango,6220315001736,9.00,14
ITM-1173,عصير فاروجلو 235 مل تفاح,Faragello 235ml Apple,6220315001743,9.00,14
ITM-1174,شراب فاروجلو ليمون,Faragello Lemon Syrup,6220315001750,45.00,14
ITM-1175,شراب فاروجلو رمان,Faragello Pomegranate Syrup,6220315001767,48.00,14
ITM-1176,شراب فاروجلو فراولة,Faragello Strawberry Syrup,6220315001774,45.00,14
ITM-1177,بيرل أناناس 330 مل,Birell Pineapple 330ml,6220316001780,16.00,14
ITM-1178,بيرل تفاح 330 مل,Birell Apple 330ml,6220316001797,16.00,14
ITM-1179,بيرل عادي 330 مل,Birell Original 330ml,6220316001803,16.00,14
ITM-1180,بيرل مانجو 330 مل,Birell Mango 330ml,6220316001810,16.00,14
ITM-1181,بيرل رمان 330 مل,Birell Pomegranate 330ml,6220316001827,16.00,14
ITM-1182,بيرل خوخ 330 مل,Birell Peach 330ml,6220316001834,16.00,14
ITM-1183,فايروز أناناس 300 مل,Fayrouz Pineapple 300ml,6220317001840,14.00,14
ITM-1184,فايروز تفاح 300 مل,Fayrouz Apple 300ml,6220317001857,14.00,14
ITM-1185,فايروز رمان 300 مل,Fayrouz Pomegranate 300ml,6220317001864,14.00,14
ITM-1186,فايروز خوخ 300 مل,Fayrouz Peach 300ml,6220317001871,14.00,14
ITM-1187,توينكي إيديتا كيك بالكريم,Twinkie Edita Cream Cake,6220401001886,6.00,14
ITM-1188,توينكي إيديتا شوكولاتة,Twinkie Edita Chocolate,6220401001893,6.00,14
ITM-1189,توينكي إيديتا فراولة,Twinkie Edita Strawberry,6220401001909,6.00,14
ITM-1190,هوهوز إيديتا كاكاو,HoHos Cocoa,6220401001916,7.00,14
ITM-1191,هوهوز إيديتا فانيليا,HoHos Vanilla,6220401001923,7.00,14
ITM-1192,موليتو إيديتا شوكولاتة,Molto Chocolate,6220401001930,8.00,14
ITM-1193,موليتو إيديتا فراولة,Molto Strawberry,6220401001947,8.00,14
ITM-1194,موليتو إيديتا كاسترد,Molto Custard,6220401001954,8.00,14
ITM-1195,موليتو إيديتا كاكاو,Molto Cocoa,6220401001961,8.00,14
ITM-1196,تودو إيديتا بسكويت شوكولاتة,Todo Chocolate,6220401001978,5.00,14
ITM-1197,تودو إيديتا بسكويت فانيليا,Todo Vanilla,6220401001985,5.00,14
ITM-1198,بيف إيديتا كيك شوكولاتة,Bake Rolz Chocolate,6220401001992,5.00,14
ITM-1199,بيف إيديتا كيك فراولة,Bake Rolz Strawberry,6220401002005,5.00,14
ITM-1200,بيك ستيكس إيديتا بيتزا,Bake Stix Pizza,6220401002012,8.00,14
ITM-1201,بيك ستيكس إيديتا تشيز,Bake Stix Cheese,6220401002029,8.00,14
ITM-1202,فريسكا إيديتا بسكويت بالكريم,Freska Cream Biscuit,6220401002036,7.00,14
ITM-1203,ميمكس إيديتا كيك,Mimix Mini Cake,6220401002043,6.00,14
ITM-1204,كورونا كاكاو بالحليب 30جم,Corona Milk Cocoa 30g,6220402002059,12.00,14
ITM-1205,كورونا كاكاو فاخر 100جم,Corona Premium Cocoa 100g,6220402002066,32.00,14
ITM-1206,كورونا حلوى بالحليب 30جم,Corona Milk Candy 30g,6220402002073,10.00,14
ITM-1207,كورونا تكا تكا بالكاكاو,Corona Tika Cocoa,6220402002080,8.00,14
ITM-1208,شوكولاتة كورونا بالبندق 30جم,Corona Hazelnut Chocolate 30g,6220402002097,14.00,14
ITM-1209,شوكولاتة كورونا بالفول السوداني,Corona Peanut Chocolate,6220402002103,12.00,14
ITM-1210,شوكولاتة كورونا بسكويت 25جم,Corona Biscuit Chocolate 25g,6220402002110,10.00,14
ITM-1211,شوكولاتة كورونا كاكاو 100جم,Corona Cocoa Bar 100g,6220402002127,28.00,14
ITM-1212,بسكو مصر شاي 60جم,Bisco Misr Tea 60g,6220403002133,5.00,14
ITM-1213,بسكو مصر شاي عائلي 380جم,Bisco Misr Tea Family 380g,6220403002140,22.00,14
ITM-1214,بسكو مصر بالشيكولاتة,Bisco Misr Chocolate,6220403002157,6.00,14
ITM-1215,بسكو مصر بالحليب,Bisco Misr Milk,6220403002164,6.00,14
ITM-1216,بسكو مصر بالقرفة,Bisco Misr Cinnamon,6220403002171,6.00,14
ITM-1217,بسكو مصر بالكوكاو,Bisco Misr Cocoa,6220403002188,6.00,14
ITM-1218,بسكو مصر بدون سكر,Bisco Misr Sugar Free,6220403002195,8.00,14
ITM-1219,بسكو مصر بسكويت سوداني,Bisco Misr Peanut,6220403002201,6.00,14
ITM-1220,شوكولاتة كادبوري دايري ميلك 37جم,Cadbury Dairy Milk 37g,6220404002217,22.00,14
ITM-1221,شوكولاتة كادبوري دايري ميلك 90جم,Cadbury Dairy Milk 90g,6220404002224,55.00,14
ITM-1222,شوكولاتة كادبوري بالبندق 90جم,Cadbury Hazelnut 90g,6220404002231,60.00,14
ITM-1223,شوكولاتة كادبوري فلِك 30جم,Cadbury Flake 30g,6220404002248,18.00,14
ITM-1224,شوكولاتة جالاكسي 36جم,Galaxy 36g,6220405002254,22.00,14
ITM-1225,شوكولاتة جالاكسي 80جم,Galaxy 80g,6220405002261,48.00,14
ITM-1226,شوكولاتة جالاكسي بالبندق 80جم,Galaxy Hazelnut 80g,6220405002278,52.00,14
ITM-1227,شوكولاتة جالاكسي رايز 38جم,Galaxy Ripple 38g,6220405002285,22.00,14
ITM-1228,شوكولاتة سنيكرز 50جم,Snickers 50g,6220406002291,22.00,14
ITM-1229,شوكولاتة مارس 51جم,Mars 51g,6220406002307,22.00,14
ITM-1230,شوكولاتة تويكس 50جم,Twix 50g,6220406002314,22.00,14
ITM-1231,شوكولاتة باونتي 57جم,Bounty 57g,6220406002321,22.00,14
ITM-1232,شوكولاتة كيت كات 41جم,Kit Kat 41g,6220407002337,22.00,14
ITM-1233,شوكولاتة كيت كات شانكي,Kit Kat Chunky,6220407002344,25.00,14
ITM-1234,شوكولاتة نوتيلا 350جم,Nutella 350g,6220408002350,225.00,14
ITM-1235,شوكولاتة نوتيلا 200جم,Nutella 200g,6220408002367,140.00,14
ITM-1236,شوكولاتة نوتيلا 750جم,Nutella 750g,6220408002374,420.00,14
ITM-1237,شوكولاتة كيندر بوينو,Kinder Bueno,6220409002380,22.00,14
ITM-1238,شوكولاتة كيندر سبرايز,Kinder Surprise,6220409002397,35.00,14
ITM-1239,شوكولاتة كيندر شوكو بونز,Kinder Choco Bons,6220409002403,55.00,14
ITM-1240,شوكولاتة فيريرو روشيه T16,Ferrero Rocher T16,6220410002416,195.00,14
ITM-1241,شوكولاتة فيريرو روشيه T3,Ferrero Rocher T3,6220410002423,38.00,14
ITM-1242,شوكولاتة لاكتا فلفتا,Lacta Velvetta,6220411002439,25.00,14
ITM-1243,شوكولاتة ميلكا بالحليب 100جم,Milka Milk 100g,6220412002445,58.00,14
ITM-1244,أوريو بسكويت 36جم,Oreo Biscuit 36g,6220413002451,8.00,14
ITM-1245,أوريو بسكويت بالفراولة 36جم,Oreo Strawberry 36g,6220413002468,9.00,14
ITM-1246,أوريو رول 25جم,Oreo Roll 25g,6220413002475,7.00,14
ITM-1247,شيبسي مكرونة بالجبن,Chipsy Macaroni Cheese,6220501002486,7.00,14
ITM-1248,شيبسي طماطم وجبن,Chipsy Tomato Cheese,6220501002493,7.00,14
ITM-1249,شيبسي بطاطس مشوية,Chipsy Grilled Potato,6220501002509,7.00,14
ITM-1250,شيبسي ملح,Chipsy Salt,6220501002516,7.00,14
ITM-1251,شيبسي شطة,Chipsy Chili,6220501002523,7.00,14
ITM-1252,شيبسي خل وملح,Chipsy Salt Vinegar,6220501002530,7.00,14
ITM-1253,شيبسي عائلي مكرونة,Chipsy Family Macaroni,6220501002547,15.00,14
ITM-1254,شيبسي عائلي ملح,Chipsy Family Salt,6220501002554,15.00,14
ITM-1255,دوريتوس فلامين هوت,Doritos Flamin Hot,6220502002560,10.00,14
ITM-1256,دوريتوس تشيز,Doritos Cheese,6220502002577,10.00,14
ITM-1257,دوريتوس باربكيو,Doritos BBQ,6220502002584,10.00,14
ITM-1258,دوريتوس عائلي تشيز,Doritos Family Cheese,6220502002591,22.00,14
ITM-1259,تشيتوس كرات الجبن,Cheetos Cheese Balls,6220503002606,7.00,14
ITM-1260,تشيتوس بفز شطة,Cheetos Puffs Chili,6220503002613,7.00,14
ITM-1261,تشيتوس عائلي,Cheetos Family,6220503002620,15.00,14
ITM-1262,ليز ملح,Lays Salt,6220504002636,7.00,14
ITM-1263,ليز خل ملح,Lays Salt Vinegar,6220504002643,7.00,14
ITM-1264,ليز شطة,Lays Chili,6220504002650,7.00,14
ITM-1265,ليز كاتشاب,Lays Ketchup,6220504002667,7.00,14
ITM-1266,ليز عائلي ملح,Lays Family Salt,6220504002674,15.00,14
ITM-1267,تورتيلا قمح كامل,Tortilla Wheat,6220505002680,12.00,14
ITM-1268,تورتيلا تشيلي,Tortilla Chili,6220505002697,12.00,14
ITM-1269,زيت عافية عباد الشمس 1.6 لتر,Afia Sunflower Oil 1.6L,6220601002706,95.00,14
ITM-1270,زيت عافية عباد الشمس 2.6 لتر,Afia Sunflower Oil 2.6L,6220601002713,155.00,14
ITM-1271,زيت عافية عباد الشمس 800 مل,Afia Sunflower Oil 800ml,6220601002720,55.00,14
ITM-1272,زيت عافية فول الصويا 1.6 لتر,Afia Soybean Oil 1.6L,6220601002737,92.00,14
ITM-1273,زيت عافية ذرة 1.6 لتر,Afia Corn Oil 1.6L,6220601002744,105.00,14
ITM-1274,سمن نباتي عافية 1 كيلو,Afia Vegetable Ghee 1Kg,6220601002751,135.00,14
ITM-1275,زيت كريستال 1.6 لتر,Crystal Oil 1.6L,6220602002767,98.00,14
ITM-1276,زيت كريستال 800 مل,Crystal Oil 800ml,6220602002774,54.00,14
ITM-1277,زيت كريستال 2.6 لتر,Crystal Oil 2.6L,6220602002781,158.00,14
ITM-1278,زيت زيتون كريستال 500 مل,Crystal Olive Oil 500ml,6220602002798,185.00,14
ITM-1279,زيت زيتون كريستال 1 لتر,Crystal Olive Oil 1L,6220602002804,355.00,14
ITM-1280,سمن نباتي كريستال 1 كيلو,Crystal Vegetable Ghee 1Kg,6220602002811,128.00,14
ITM-1281,زيت السعودية ذرة 1.6 لتر,Saudia Corn Oil 1.6L,6220603002827,108.00,14
ITM-1282,زيت السعودية عباد الشمس 1.6 لتر,Saudia Sunflower 1.6L,6220603002834,95.00,14
ITM-1283,زيت روابي عباد الشمس 1.6 لتر,Rawabi Sunflower 1.6L,6220604002840,88.00,14
ITM-1284,سمن صناعي روابي 1 كيلو,Rawabi Vegetable Ghee 1Kg,6220604002857,125.00,14
ITM-1285,زيت سيرفل ذرة 1.6 لتر,Serval Corn Oil 1.6L,6220605002863,102.00,14
ITM-1286,زيت سيرفل عباد الشمس 1.6 لتر,Serval Sunflower 1.6L,6220605002870,92.00,14
